"genenames","PFAM"
"MA-10426108g0020","PF02518-Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
"MA-10426113g0010","PF01992-ATP synthase (C/AC39) subunit"
"MA-10426117g0010","PF02536-mTERF"
"MA-10426130g0010","PF02005-N2,N2-dimethylguanosine tRNA methyltransferase"
"MA-10426135g0010",NA
"MA-10426137g0010","PF12738-twin BRCT domain;PF16589-BRCT domain, a BRCA1 C-terminus domain"
"MA-10426142g0010","PF14310-Fibronectin type III-like domain;PF00933-Glycosyl hydrolase family 3 N terminal domain;PF01915-Glycosyl hydrolase family 3 C-terminal domain"
"MA-10426144g0020","PF05633-Protein BYPASS1-related;PF05633-Protein BYPASS1-related"
"MA-10426147g0010","PF08244-Glycosyl hydrolases family 32 C terminal;PF00251-Glycosyl hydrolases family 32 N-terminal domain"
"MA-10426156g0010","PF00035-Double-stranded RNA binding motif"
"MA-10426158g0010",NA
"MA-10426159g0010","PF13193-AMP-binding enzyme C-terminal domain;PF00501-AMP-binding enzyme"
"MA-10426162g0020",NA
"MA-10426168g0010","PF00141-Peroxidase;PF00141-Peroxidase"
"MA-10426170g0010","PF04116-Fatty acid hydroxylase superfamily"
"MA-10426171g0030",NA
"MA-10426176g0010","PF00777-Glycosyltransferase family 29 (sialyltransferase)"
"MA-10426185g0010","PF04117-Mpv17 / PMP22 family"
"MA-10426186g0010",NA
"MA-10426212g0040","PF05405-Mitochondrial ATP synthase B chain precursor (ATP-synt_B)"
"MA-10426216g0010",NA
"MA-10426218g0010","PF03009-Glycerophosphoryl diester phosphodiesterase family"
"MA-10426233g0010","PF00249-Myb-like DNA-binding domain;PF00249-Myb-like DNA-binding domain"
"MA-10426236g0010",NA
"MA-10426237g0010","PF00493-MCM P-loop domain;PF17855-MCM AAA-lid domain;PF17207-MCM OB domain;PF14551-MCM N-terminal domain"
"MA-10426242g0030","PF02866-lactate/malate dehydrogenase, alpha/beta C-terminal domain;PF00056-lactate/malate dehydrogenase, NAD binding domain"
"MA-10426243g0010",NA
"MA-10426246g0010","PF00004-ATPase family associated with various cellular activities (AAA);PF17862-AAA+ lid domain"
"MA-10426254g0010","PF00444-Ribosomal protein L36"
"MA-10426257g0010",NA
"MA-10426260g0010",NA
"MA-10426264g0020","PF00195-Chalcone and stilbene synthases, N-terminal domain;PF02797-Chalcone and stilbene synthases, C-terminal domain"
"MA-10426266g0010","PF02792-Mago nashi protein"
"MA-10426269g0010","PF06963-Ferroportin1 (FPN1)"
"MA-10426271g0010",NA
"MA-10426272g0010",NA
"MA-10426277g0020","PF03999-Microtubule associated protein (MAP65/ASE1 family);PF03999-Microtubule associated protein (MAP65/ASE1 family)"
"MA-10426290g0020",NA
"MA-10426292g0030",NA
"MA-10426294g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF12220-U1 small nuclear ribonucleoprotein of 70kDa MW N terminal"
"MA-10426296g0010","PF01529-DHHC palmitoyltransferase"
"MA-10426301g0010",NA
"MA-10426303g0010","PF03357-Snf7"
"MA-10426306g0010","PF00266-Aminotransferase class-V"
"MA-10426308g0010","PF17284-Spermidine synthase tetramerisation domain;PF01564-Spermine/spermidine synthase domain"
"MA-10426314g0010",NA
"MA-10426319g0010","PF07847-PCO_ADO"
"MA-10426334g0020",NA
"MA-10426338g0020","PF06813-Nodulin-like"
"MA-10426350g0010",NA
"MA-10426350g0030","PF10294-Lysine methyltransferase"
"MA-10426362g0010","PF01764-Lipase (class 3)"
"MA-10426365g0010","PF02365-No apical meristem (NAM) protein"
"MA-10426376g0010","PF00462-Glutaredoxin"
"MA-10426377g0010","PF02492-CobW/HypB/UreG, nucleotide-binding domain"
"MA-10426378g0010",NA
"MA-10426389g0020","PF12174-RCD1-SRO-TAF4 (RST) plant domain;PF00644-Poly(ADP-ribose) polymerase catalytic domain"
"MA-10426392g0010","PF12796-Ankyrin repeats (3 copies)"
"MA-10426407g0030","PF00564-PB1 domain"
"MA-10426414g0010",NA
"MA-10426415g0010","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-10426443g0010",NA
"MA-10426447g0010","PF00071-Ras family"
"MA-10426448g0010","PF02485-Core-2/I-Branching enzyme"
"MA-10426450g0010",NA
"MA-10426458g0010",NA
"MA-10426462g0010",NA
"MA-10426466g0010","PF00069-Protein kinase domain"
"MA-10426472g0010",NA
"MA-10426487g0010","PF01694-Rhomboid family"
"MA-10426488g0010",NA
"MA-10426489g0020","PF03514-GRAS domain family"
"MA-10426490g0010",NA
"MA-10426495g0020","PF13474-SnoaL-like domain;PF02151-UvrB/uvrC motif"
"MA-10426505g0010","PF00149-Calcineurin-like phosphoesterase"
"MA-10426506g0010",NA
"MA-10426514g0020","PF00249-Myb-like DNA-binding domain;PF04433-SWIRM domain;PF16495-SWIRM-associated region 1"
"MA-10426517g0010",NA
"MA-10426519g0010","PF12066-Domain of unknown function (DUF3546);PF04959-Arsenite-resistance protein 2"
"MA-10426522g0020","PF04782-Protein of unknown function (DUF632)"
"MA-10426524g0010","PF13639-Ring finger domain"
"MA-10426530g0010","PF05018-Protein of unknown function (DUF667)"
"MA-10426543g0010",NA
"MA-10426544g0010","PF00044-Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain;PF02800-Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"
"MA-10426544g0020","PF02800-Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain"
"MA-10426555g0020",NA
"MA-10426561g0010","PF03936-Terpene synthase family, metal binding domain;PF01397-Terpene synthase, N-terminal domain"
"MA-10426563g0010","PF04535-Domain of unknown function (DUF588)"
"MA-10426564g0020","PF01680-SOR/SNZ family"
"MA-10426578g0010",NA
"MA-10426581g0010",NA
"MA-10426586g0010","PF00847-AP2 domain"
"MA-10426590g0010",NA
"MA-10426593g0010",NA
"MA-10426596g0010","PF01532-Glycosyl hydrolase family 47"
"MA-10426599g0010","PF01425-Amidase"
"MA-10426600g0010","PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies);PF13857-Ankyrin repeats (many copies)"
"MA-10426601g0010",NA
"MA-10426614g0010","PF00011-Hsp20/alpha crystallin family"
"MA-10426622g0010","PF01095-Pectinesterase"
"MA-10426629g0010","PF00248-Aldo/keto reductase family"
"MA-10426630g0010","PF03942-DTW domain"
"MA-10426643g0010","PF10075-CSN8/PSMD8/EIF3K family"
"MA-10426644g0010",NA
"MA-10426645g0010",NA
"MA-10426648g0010",NA
"MA-10426660g0010","PF01593-Flavin containing amine oxidoreductase"
"MA-10426661g0010","PF13639-Ring finger domain"
"MA-10426661g0020","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-10426672g0010",NA
"MA-10426673g0010",NA
"MA-10426681g0010","PF00230-Major intrinsic protein"
"MA-10426683g0010",NA
"MA-10426687g0020",NA
"MA-10426688g0010","PF04564-U-box domain;PF00514-Armadillo/beta-catenin-like repeat;PF00514-Armadillo/beta-catenin-like repeat"
"MA-10426694g0010",NA
"MA-10426700g0010",NA
"MA-10426701g0030","PF01061-ABC-2 type transporter;PF00005-ABC transporter"
"MA-10426721g0010","PF03350-Uncharacterized protein family, UPF0114"
"MA-10426733g0020",NA
"MA-10426741g0010",NA
"MA-10426748g0010",NA
"MA-10426753g0010",NA
"MA-10426754g0010","PF07714-Protein tyrosine kinase"
"MA-10426755g0010",NA
"MA-10426758g0020","PF00009-Elongation factor Tu GTP binding domain;PF14492-Elongation Factor G, domain II;PF03764-Elongation factor G, domain IV;PF00679-Elongation factor G C-terminus"
"MA-10426762g0010",NA
"MA-10426777g0010","PF00493-MCM P-loop domain;PF17855-MCM AAA-lid domain"
"MA-10426778g0010","PF13499-EF-hand domain pair;PF13499-EF-hand domain pair"
"MA-10426778g0020","PF01556-DnaJ C terminal domain"
"MA-10426793g0010","PF04117-Mpv17 / PMP22 family"
"MA-10426800g0010",NA
"MA-10426802g0010","PF03105-SPX domain;PF03105-SPX domain"
"MA-10426804g0010","PF01092-Ribosomal protein S6e"
"MA-10426807g0010","PF00240-Ubiquitin family;PF00240-Ubiquitin family;PF00240-Ubiquitin family"
"MA-10426809g0010","PF03514-GRAS domain family"
"MA-10426814g0010",NA
"MA-10426818g0010",NA
"MA-10426823g0010","PF02985-HEAT repeat;PF13646-HEAT repeats"
"MA-10426825g0010","PF04177-TAP42-like family"
"MA-10426833g0010","PF14541-Xylanase inhibitor C-terminal"
"MA-10426837g0020",NA
"MA-10426864g0010",NA
"MA-10426866g0010",NA
"MA-10426877g0010",NA
"MA-10426881g0010",NA
"MA-10426884g0010","PF08767-CRM1 C terminal"
"MA-10426887g0010","PF01873-Domain found in IF2B/IF5;PF04765-Protein of unknown function (DUF616)"
"MA-10426900g0010",NA
"MA-10426904g0010","PF00717-Peptidase S24-like"
"MA-10426909g0020","PF00230-Major intrinsic protein"
"MA-10426914g0010","PF00201-UDP-glucoronosyl and UDP-glucosyl transferase"
"MA-10426921g0010",NA
"MA-10426923g0010","PF00069-Protein kinase domain;PF00069-Protein kinase domain"
"MA-10426924g0010","PF00005-ABC transporter"
"MA-10426928g0010","PF00011-Hsp20/alpha crystallin family"
"MA-10426936g0010",NA
"MA-10426940g0010",NA
"MA-10426943g0010","PF00125-Core histone H2A/H2B/H3/H4;PF16211-C-terminus of histone H2A;PF16211-C-terminus of histone H2A"
"MA-10426946g0030","PF04833-COBRA-like protein"
"MA-10426951g0010",NA
"MA-10426952g0010","PF13920-Zinc finger, C3HC4 type (RING finger)"
"MA-10426953g0010","PF01053-Cys/Met metabolism PLP-dependent enzyme;PF01053-Cys/Met metabolism PLP-dependent enzyme"
"MA-10426984g0010","PF01936-NYN domain"
"MA-10426986g0010",NA
"MA-10426989g0010","PF01150-GDA1/CD39 (nucleoside phosphatase) family"
"MA-10426993g0010",NA
"MA-10427000g0010",NA
"MA-10427005g0010","PF16488-Argonaute linker 2 domain;PF02171-Piwi domain"
"MA-10427013g0010","PF17862-AAA+ lid domain;PF00004-ATPase family associated with various cellular activities (AAA);PF16450-Proteasomal ATPase OB C-terminal domain"
"MA-10427016g0010","PF11838-ERAP1-like C-terminal domain"
"MA-10427023g0010","PF08381-Transcription factor regulating root and shoot growth via Pin3;PF13713-Transcription factor BRX N-terminal domain"
"MA-10427036g0020","PF07876-Stress responsive A/B Barrel Domain;PF07876-Stress responsive A/B Barrel Domain"
"MA-10427039g0010","PF02861-Clp amino terminal domain, pathogenicity island component;PF02861-Clp amino terminal domain, pathogenicity island component;PF00004-ATPase family associated with various cellular activities (AAA);PF10431-C-terminal, D2-small domain, of ClpB protein;PF07724-AAA domain (Cdc48 subfamily);PF17871-AAA lid domain"
"MA-10427041g0010","PF05347-Complex 1 protein (LYR family)"
"MA-10427043g0010",NA
"MA-10427055g0010","PF04970-Lecithin retinol acyltransferase"
"MA-10427058g0010","PF01095-Pectinesterase;PF01095-Pectinesterase"
"MA-10427059g0010","PF12766-Pyridoxamine 5'-phosphate oxidase"
"MA-10427069g0010","PF00890-FAD binding domain"
"MA-10427091g0010","PF00137-ATP synthase subunit C;PF00137-ATP synthase subunit C"
"MA-10427098g0010","PF00935-Ribosomal protein L44"
"MA-10427106g0010",NA
"MA-10427114g0010",NA
"MA-10427115g0010","PF07983-X8 domain"
"MA-10427122g0010",NA
"MA-10427147g0010","PF00298-Ribosomal protein L11, RNA binding domain;PF03946-Ribosomal protein L11, N-terminal domain"
"MA-10427153g0010","PF13920-Zinc finger, C3HC4 type (RING finger)"
"MA-10427156g0010",NA
"MA-10427158g0010","PF00071-Ras family"
"MA-10427170g0010","PF00534-Glycosyl transferases group 1;PF00862-Sucrose synthase;PF00862-Sucrose synthase"
"MA-10427170g0020",NA
"MA-10427174g0010","PF00069-Protein kinase domain"
"MA-10427176g0010","PF09805-Nucleolar protein 12 (25kDa)"
"MA-10427181g0010","PF15511-Centromere kinetochore component CENP-T histone fold"
"MA-10427191g0020",NA
"MA-10427207g0010","PF00808-Histone-like transcription factor (CBF/NF-Y) and archaeal histone"
"MA-10427213g0010","PF00043-Glutathione S-transferase, C-terminal domain;PF13417-Glutathione S-transferase, N-terminal domain"
"MA-10427215g0010",NA
"MA-10427217g0010",NA
"MA-10427218g0010","PF00390-Malic enzyme, N-terminal domain;PF03949-Malic enzyme, NAD binding domain"
"MA-10427220g0020","PF00956-Nucleosome assembly protein (NAP)"
"MA-10427223g0010",NA
"MA-10427227g0030","PF02326-Plant ATP synthase F0;PF06449-Mitochondrial domain of unknown function (DUF1082)"
"MA-10427227g0050","PF16770-Regulator of Ty1 transposition protein 107 BRCT domain"
"MA-10427232g0010",NA
"MA-10427237g0010",NA
"MA-10427239g0010",NA
"MA-10427244g0010","PF00022-Actin"
"MA-10427247g0010","PF04560-RNA polymerase Rpb2, domain 7;PF00562-RNA polymerase Rpb2, domain 6"
"MA-10427251g0010","PF01738-Dienelactone hydrolase family"
"MA-10427252g0010","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00641-Zn-finger in Ran binding protein and others"
"MA-10427254g0010",NA
"MA-10427262g0010","PF08718-Glycolipid transfer protein (GLTP)"
"MA-10427273g0010","PF00276-Ribosomal protein L23"
"MA-10427281g0010","PF00316-Fructose-1-6-bisphosphatase, N-terminal domain"
"MA-10427283g0030","PF06200-tify domain;PF09425-Divergent CCT motif"
"MA-10427286g0010","PF02466-Tim17/Tim22/Tim23/Pmp24 family"
"MA-10427289g0030","PF01652-Eukaryotic initiation factor 4E"
"MA-10427293g0010","PF01399-PCI domain;PF18098-26S proteasome regulatory subunit RPN5 C-terminal domain"
"MA-10427297g0010","PF01494-FAD binding domain"
"MA-10427302g0010","PF02150-RNA polymerases M/15 Kd subunit"
"MA-10427318g0020","PF00410-Ribosomal protein S8"
"MA-10427319g0010",NA
"MA-10427331g0010","PF00168-C2 domain"
"MA-10427335g0010","PF13880-ESCO1/2 acetyl-transferase;PF13878-zinc-finger of acetyl-transferase ESCO"
"MA-10427339g0010",NA
"MA-10427344g0010",NA
"MA-10427345g0010",NA
"MA-10427346g0010",NA
"MA-10427348g0010","PF00614-Phospholipase D Active site motif;PF12357-Phospholipase D C terminal"
"MA-10427350g0010","PF04824-Conserved region of Rad21 / Rec8 like protein"
"MA-10427352g0030",NA
"MA-10427360g0020","PF12931-Sec23-binding domain of Sec16"
"MA-10427362g0010","PF01202-Shikimate kinase"
"MA-10427364g0010",NA
"MA-10427366g0010","PF00004-ATPase family associated with various cellular activities (AAA);PF17862-AAA+ lid domain"
"MA-10427372g0010","PF01852-START domain"
"MA-10427385g0010",NA
"MA-10427387g0010",NA
"MA-10427389g0010","PF15003-HAUS augmin-like complex subunit 2"
"MA-10427390g0010",NA
"MA-10427390g0020","PF00582-Universal stress protein family"
"MA-10427391g0010","PF04437-RINT-1 / TIP-1 family"
"MA-10427393g0010","PF07732-Multicopper oxidase;PF07731-Multicopper oxidase;PF00394-Multicopper oxidase"
"MA-10427399g0010","PF00684-DnaJ central domain;PF00226-DnaJ domain;PF01556-DnaJ C terminal domain"
"MA-10427420g0010","PF02171-Piwi domain"
"MA-10427437g0010","PF03879-Cgr1 family"
"MA-10427465g0010","PF02713-Domain of unknown function DUF220"
"MA-10427467g0010",NA
"MA-10427468g0010","PF18368-Exo-beta-D-glucosaminidase Ig-fold domain;PF02836-Glycosyl hydrolases family 2, TIM barrel domain"
"MA-10427473g0010","PF01133-Enhancer of rudimentary"
"MA-10427474g0010","PF00085-Thioredoxin"
"MA-10427476g0010","PF04438-HIT zinc finger;PF04795-PAPA-1-like conserved region"
"MA-10427481g0010","PF00227-Proteasome subunit"
"MA-10427483g0010","PF00443-Ubiquitin carboxyl-terminal hydrolase;PF00443-Ubiquitin carboxyl-terminal hydrolase;PF00917-MATH domain;PF00917-MATH domain"
"MA-10427484g0010","PF00046-Homeodomain;PF01852-START domain;PF08670-MEKHLA domain"
"MA-10427501g0010",NA
"MA-10427502g0010",NA
"MA-10427506g0010","PF00305-Lipoxygenase;PF00305-Lipoxygenase;PF01477-PLAT/LH2 domain"
"MA-10427506g0020","PF00305-Lipoxygenase;PF00305-Lipoxygenase"
"MA-10427516g0010",NA
"MA-10427517g0010","PF05368-NmrA-like family"
"MA-10427522g0010","PF17830-STI1 domain;PF12796-Ankyrin repeats (3 copies)"
"MA-10427532g0010",NA
"MA-10427557g0020",NA
"MA-10427561g0020","PF01061-ABC-2 type transporter"
"MA-10427567g0010","PF06886-Targeting protein for Xklp2 (TPX2);PF12214-Cell cycle regulated microtubule associated protein;PF12214-Cell cycle regulated microtubule associated protein"
"MA-10427569g0010","PF07000-Protein of unknown function (DUF1308)"
"MA-10427575g0010",NA
"MA-10427577g0010","PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat;PF00560-Leucine Rich Repeat"
"MA-10427579g0030","PF17432-Domain of unknown function (DUF3458_C) ARM repeats;PF01556-DnaJ C terminal domain"
"MA-10427583g0020","PF04502-Family of unknown function (DUF572)"
"MA-10427588g0010","PF12717-non-SMC mitotic condensation complex subunit 1;PF12922-non-SMC mitotic condensation complex subunit 1, N-term"
"MA-10427590g0020","PF00294-pfkB family carbohydrate kinase"
"MA-10427593g0010",NA
"MA-10427595g0010","PF01738-Dienelactone hydrolase family"
"MA-10427598g0010","PF06747-CHCH domain"
"MA-10427616g0010","PF01627-Hpt domain"
"MA-10427620g0010",NA
"MA-10427624g0010","PF06047-NF-kappa-B-activating protein C-terminal domain"
"MA-10427625g0010","PF01658-Myo-inositol-1-phosphate synthase;PF07994-Myo-inositol-1-phosphate synthase"
"MA-10427630g0010","PF00702-haloacid dehalogenase-like hydrolase;PF00122-E1-E2 ATPase;PF00689-Cation transporting ATPase, C-terminus;PF00690-Cation transporter/ATPase, N-terminus"
"MA-10427635g0010",NA
"MA-10427636g0010",NA
"MA-10427638g0020","PF14493-Helix-turn-helix domain"
"MA-10427640g0010","PF02617-ATP-dependent Clp protease adaptor protein ClpS"
"MA-10427644g0030","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-10427661g0030","PF00022-Actin"
"MA-10427668g0010","PF00789-UBX domain;PF08059-SEP domain"
"MA-10427673g0020","PF00067-Cytochrome P450"
"MA-10427675g0010","PF12899-Alkaline and neutral invertase"
"MA-10427678g0010","PF13962-Domain of unknown function;PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies);PF13857-Ankyrin repeats (many copies)"
"MA-10427682g0010","PF00271-Helicase conserved C-terminal domain;PF00176-SNF2 family N-terminal domain"
"MA-10427693g0010",NA
"MA-10427706g0010","PF01450-Acetohydroxy acid isomeroreductase, catalytic domain;PF01450-Acetohydroxy acid isomeroreductase, catalytic domain;PF07991-Acetohydroxy acid isomeroreductase, NADPH-binding domain"
"MA-10427719g0010","PF03171-2OG-Fe(II) oxygenase superfamily;PF14226-non-haem dioxygenase in morphine synthesis N-terminal"
"MA-10427723g0010","PF01399-PCI domain;PF18005-eIF3 subunit M, C-terminal helix"
"MA-10427731g0010",NA
"MA-10427731g0020",NA
"MA-10427734g0010","PF01386-Ribosomal L25p family;PF14693-Ribosomal protein TL5, C-terminal domain"
"MA-10427746g0010","PF13855-Leucine rich repeat"
"MA-10427749g0010",NA
"MA-10427752g0010","PF07876-Stress responsive A/B Barrel Domain"
"MA-10427759g0010","PF14416-PMR5 N terminal Domain;PF13839-GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"MA-10427767g0010","PF02698-DUF218 domain"
"MA-10427772g0010",NA
"MA-10427773g0010","PF02803-Thiolase, C-terminal domain;PF00108-Thiolase, N-terminal domain"
"MA-10427774g0030",NA
"MA-10427795g0010","PF00622-SPRY domain"
"MA-10427809g0010",NA
"MA-10427810g0040",NA
"MA-10427826g0010","PF00550-Phosphopantetheine attachment site"
"MA-10427827g0020","PF00076-RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MA-10427835g0010","PF06217-GAGA binding protein-like family"
"MA-10427841g0010",NA
"MA-10427843g0020","PF00641-Zn-finger in Ran binding protein and others;PF00641-Zn-finger in Ran binding protein and others"
"MA-10427844g0020","PF14541-Xylanase inhibitor C-terminal"
"MA-10427853g0010","PF00852-Glycosyltransferase family 10 (fucosyltransferase) C-term"
"MA-10427857g0010","PF03099-Biotin/lipoate A/B protein ligase family"
"MA-10427858g0010",NA
"MA-10427859g0010",NA
"MA-10427870g0010",NA
"MA-10427879g0010",NA
"MA-10427888g0010",NA
"MA-10427889g0020","PF00127-Copper binding proteins, plastocyanin/azurin family"
"MA-10427895g0010",NA
"MA-10427896g0020","PF01922-SRP19 protein"
"MA-10427903g0010","PF00481-Protein phosphatase 2C"
"MA-10427905g0010",NA
"MA-10427910g0010",NA
"MA-10427915g0010","PF01733-Nucleoside transporter"
"MA-10427917g0010","PF01090-Ribosomal protein S19e"
"MA-10427927g0010","PF04927-Seed maturation protein;PF04927-Seed maturation protein"
"MA-10427932g0010","PF04770-ZF-HD protein dimerisation region"
"MA-10427936g0010","PF00141-Peroxidase"
"MA-10427943g0010",NA
"MA-10427946g0010",NA
"MA-10427947g0020","PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein;PF00153-Mitochondrial carrier protein"
"MA-10427957g0010",NA
"MA-10427968g0010","PF00262-Calreticulin family"
"MA-10427982g0010",NA
"MA-10427988g0010","PF10250-GDP-fucose protein O-fucosyltransferase"
